index,time_s,x_px,y_px,radius_px,found,mm_per_px,x_mm,y_mm,frame_file
240,40.000000,1066.829,671.342,72.248,1,0.325267,53.700,20.384,frame12_0241.jpg
241,40.166667,1002.500,568.500,191.647,1,0.122621,12.356,-4.926,frame12_0242.jpg
242,40.333333,1006.000,561.000,196.977,1,0.119303,12.439,-5.688,frame12_0243.jpg
243,40.500000,811.500,679.500,115.812,1,0.202914,-18.309,14.372,frame12_0244.jpg
244,40.666667,896.902,604.022,233.498,1,0.100643,-0.486,-0.468,frame12_0245.jpg
245,40.833333,756.000,696.000,68.015,1,0.345513,-50.352,30.172,frame12_0246.jpg
246,41.000000,1025.000,597.500,18.062,1,1.301039,160.376,-14.538,frame12_0247.jpg
247,41.166667,756.000,437.000,75.743,1,0.310259,-45.215,-53.263,frame12_0248.jpg
248,41.333333,805.000,443.500,112.482,1,0.208922,-20.210,-34.508,frame12_0249.jpg
249,41.500000,742.500,704.000,52.681,1,0.446083,-71.031,42.523,frame12_0250.jpg
250,41.666667,768.000,694.500,78.302,1,0.300119,-40.136,25.758,frame12_0251.jpg
251,41.833333,858.955,575.041,211.460,1,0.111132,-4.754,-3.738,frame12_0252.jpg
252,42.000000,799.500,678.500,103.617,1,0.226796,-23.186,15.836,frame12_0253.jpg
253,42.166667,769.500,434.000,83.482,1,0.281497,-37.223,-49.170,frame12_0254.jpg
254,42.333333,760.000,698.000,69.814,1,0.336608,-47.708,30.068,frame12_0255.jpg
255,42.500000,771.500,697.000,79.739,1,0.294712,-38.381,26.031,frame12_0256.jpg
256,42.666667,1002.000,561.000,198.215,1,0.118558,11.888,-5.652,frame12_0257.jpg
257,42.833333,1004.000,561.000,196.977,1,0.119303,12.201,-5.688,frame12_0258.jpg
258,43.000000,730.500,448.000,8.322,1,2.823922,-483.547,-453.731,frame12_0259.jpg
259,43.166667,765.000,688.000,80.056,1,0.293543,-40.137,23.286,frame12_0260.jpg
260,43.333333,805.500,448.500,117.824,1,0.199450,-19.194,-31.947,frame12_0261.jpg
261,43.500000,763.500,448.500,87.821,1,0.267590,-36.990,-42.861,frame12_0262.jpg
262,43.666667,902.039,594.441,233.644,1,0.100580,0.031,-1.432,frame12_0263.jpg
263,43.833333,1015.500,561.000,192.594,1,0.122019,13.882,-5.817,frame12_0264.jpg
264,44.000000,1001.000,564.000,195.494,1,0.120208,11.933,-5.370,frame12_0265.jpg
265,44.166667,1001.000,562.000,197.730,1,0.118849,11.798,-5.547,frame12_0266.jpg
